Store Name,Date,Bill No.,Tab Type,Source,Customer Name,Customer Number,Super Category,Category,SAC/HSN No.,SKU Code / Item No,SKU / Item Name,Item Rate,Item Qty,Item Subtotal,Offer,Discount Amount,Complimentary Amount,Total Discount,Net Sale Value,Tax Amount,Gross Sale Value,Purchase Rate,Purchase Value,Net Margin%,Gross Margin%
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0018,Dine In,Dine In,Guest 8176,9000008176,Beverage,Cold Brew,996331,MENU0033,Classic Cold Brew - Regular,225.0,1.0,225.0,Synthetic promotion,3.13,0,3.13,221.87,11.09,232.96,25.6,25.6,88.46,89.01
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0019,Delivery/Takeaway,Online,,,Beverage,Cold Brew,996331,MENU0034,Classic Cold Brew - Medium,250.0,1.0,250.0,Synthetic promotion,9.05,0,9.05,240.95,12.05,253.0,28.66,28.66,88.11,88.67
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0020,Delivery/Takeaway,Online,,,Beverage,Cold Brew,996331,MENU0036,Coffee Lemonade - Regular,238.81,1.0,238.81,,0.0,0,0.0,238.81,11.94,250.75,29.45,29.45,87.67,88.26
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0021,Delivery/Takeaway,Takeaway,,,Beverage,Cold Brew,996331,MENU0037,Coffee Lemonade - Medium,260.0,1.0,260.0,Synthetic promotion,8.54,0,8.54,251.46,12.57,264.03,33.09,33.09,86.84,87.47
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0022,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0040,Vietnamese Shakerato - Medium,280.0,1.0,280.0,Synthetic promotion,8.04,0,8.04,271.96,13.6,285.56,28.66,28.66,89.46,89.96
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0023,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0042,Classic Cold Coffee - Regular,257.92,1.0,257.92,,0.0,0,0.0,257.92,12.9,270.82,38.56,38.56,85.05,85.76
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0024,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0043,Classic Cold Coffee - Medium,290.0,1.0,290.0,Synthetic promotion,7.62,0,7.62,282.38,14.12,296.5,43.56,43.56,84.57,85.31
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0025,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0046,Mocha Cold Coffee - Medium,320.0,3.0,960.0,Synthetic promotion,11.04,0,11.04,948.96,47.45,996.41,51.03,153.09,83.87,84.64
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0026,Dine In,Dine In,,,Beverage,Cold Coffee,996331,MENU0048,Caramel Cold Coffee - Regular,285.0,2.0,570.0,Synthetic promotion,5.57,0,5.57,564.43,28.22,592.65,44.81,89.62,84.12,84.88
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0027,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0050,Caramel Cold Coffee - Large,357.75,1.0,357.75,,0.0,0,0.0,357.75,17.89,375.64,56.7,56.7,84.15,84.91
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0028,Delivery/Takeaway,Takeaway,,,Beverage,Tea,996331,MENU0052,Masala Chai Latte - Medium,223.07,1.0,223.07,,0.0,0,0.0,223.07,11.15,234.22,40.96,40.96,81.64,82.51
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0029,Dine In,Dine In,,,Beverage,Tea,996331,MENU0055,Japanese Matcha Latte - Regular,265.0,2.0,530.0,Synthetic promotion,27.45,0,27.45,502.55,25.13,527.68,36.17,72.34,85.61,86.29
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0030,Dine In,Dine In,Guest 0894,9000000894,Beverage,Tea,996331,MENU0056,Japanese Matcha Latte - Medium,297.95,1.0,297.95,,0.0,0,0.0,297.95,14.9,312.85,40.96,40.96,86.25,86.91
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0031,Dine In,Dine In,,,Beverage,Iced Tea,996331,MENU0058,Lemon Iced Tea - Regular,205.0,1.0,205.0,Synthetic promotion,11.09,0,11.09,193.91,9.7,203.61,14.29,14.29,92.63,92.98
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0032,Delivery/Takeaway,Online,Guest 8789,9000008789,Beverage,Iced Tea,996331,MENU0061,Hibiscus Lime Iced Tea - Regular,225.0,2.0,450.0,Synthetic promotion,11.41,0,11.41,438.59,21.93,460.52,24.09,48.18,89.01,89.54
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0033,Delivery/Takeaway,Online,,,Beverage,Iced Tea,996331,MENU0063,Hibiscus Lime Iced Tea - Large,275.0,1.0,275.0,Synthetic promotion,1.51,0,1.51,273.49,13.67,287.16,29.77,29.77,89.11,89.63
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0034,Delivery/Takeaway,Online,,,Beverage,Kids Beverage,996331,MENU0065,Hot Chocolate - Medium,246.47,1.0,246.47,,0.0,0,0.0,246.47,12.32,258.79,40.27,40.27,83.66,84.44
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0035,Delivery/Takeaway,Takeaway,,,Beverage,Kids Beverage,996331,MENU0066,Hot Chocolate - Large,270.0,1.0,270.0,Synthetic promotion,3.89,0,3.89,266.11,13.31,279.42,44.98,44.98,83.1,83.9
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0036,Delivery/Takeaway,Takeaway,,,Beverage,Shake,996331,MENU0070,Choco Chip Shake - Large,365.0,1.0,365.0,Synthetic promotion,18.13,0,18.13,346.87,17.34,364.21,42.79,42.79,87.66,88.25
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0037,Delivery/Takeaway,Online,,,Beverage,Shake,996331,MENU0072,Mixed Berry Shake - Medium,350.0,1.0,350.0,Synthetic promotion,8.4,0,8.4,341.6,17.08,358.68,69.6,69.6,79.63,80.6
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0038,Dine In,Dine In,,,Food,Wraps,996331,MENU0077,Spicy Paneer Wrap,275.0,1.0,275.0,Synthetic promotion,3.75,0,3.75,271.25,13.56,284.81,73.36,73.36,72.95,74.24
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0039,Delivery/Takeaway,Online,,,Food,Wraps,996331,MENU0078,Shredded Chicken Wrap,296.41,2.0,592.82,,0.0,0,0.0,592.82,29.64,622.46,70.05,140.1,76.37,77.49
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0040,Delivery/Takeaway,Online,Guest 5216,9000005216,Food,Sandwiches,996331,MENU0080,Pesto Veg Sandwich,283.09,1.0,283.09,,0.0,0,0.0,283.09,14.15,297.24,91.86,91.86,67.55,69.1
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0041,Dine In,Dine In,,,Food,Sandwiches,996331,MENU0082,Tandoori Chicken Sandwich,320.0,1.0,320.0,Synthetic promotion,14.03,0,14.03,305.97,15.3,321.27,87.66,87.66,71.35,72.71
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0042,Dine In,Dine In,,,Food,Snacks,996331,MENU0092,Turnover with Brioche Dough Chicken,255.0,1.0,255.0,Synthetic promotion,5.71,0,5.71,249.29,12.46,261.75,87.54,87.54,64.88,66.56
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0043,Dine In,Dine In,,,Food,Baked Goods,996331,MENU0094,Butter Croissant,197.92,1.0,197.92,,0.0,0,0.0,197.92,9.9,207.82,58.04,58.04,70.68,72.07
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0044,Delivery/Takeaway,Online,,,Food,Baked Goods,996331,MENU0097,Mushroom Cheese Croissant,255.0,1.0,255.0,Synthetic promotion,11.65,0,11.65,243.35,12.17,255.52,74.84,74.84,69.25,70.71
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0045,Delivery/Takeaway,Takeaway,,,Dessert,Baked Goods,996331,MENU0100,Banana Walnut Tea Cake,205.0,1.0,205.0,Synthetic promotion,8.14,0,8.14,196.86,9.84,206.7,61.61,61.61,68.7,70.19
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0046,Delivery/Takeaway,Online,Guest 5922,9000005922,Dessert,Baked Goods,996331,MENU0101,Lemon Raspberry Tea Cake,215.0,1.0,215.0,Synthetic promotion,1.22,0,1.22,213.78,10.69,224.47,56.57,56.57,73.54,74.8
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0047,Delivery/Takeaway,Takeaway,,,Dessert,Desserts,996331,MENU0102,Double Chocolate Truffle Cake,300.14,3.0,900.42,Synthetic promotion,0.01,0,0.01,900.41,45.02,945.43,63.07,189.21,78.99,79.99
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0048,Dine In,Dine In,Guest 6534,9000006534,Dessert,Desserts,996331,MENU0104,Classic Chocolate Fudge Brownie,197.95,2.0,395.9,,0.0,0,0.0,395.9,19.8,415.7,51.02,102.04,74.23,75.45
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0049,Delivery/Takeaway,Online,,,Dessert,Desserts,996331,MENU0106,Death by Chocolate Cookie,192.49,4.0,769.96,Synthetic promotion,0.01,0,0.01,769.95,38.5,808.45,47.52,190.08,75.31,76.49
ABNAH Cafe Hauz Khas,2026-01-01,BILL-OUT002-260101-0050,Delivery/Takeaway,Online,,,Dessert,Desserts,996331,MENU0109,Basque Cheesecake,310.0,1.0,310.0,Synthetic promotion,17.68,0,17.68,292.32,14.62,306.94,82.57,82.57,71.75,73.1
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0001,Delivery/Takeaway,Takeaway,,,Beverage,Espresso,996331,MENU0001,Espresso Shot - Solo,145.0,1.0,145.0,Synthetic promotion,5.12,0,5.12,139.88,6.99,146.87,13.63,13.63,90.26,90.72
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0002,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0004,Americano - Medium,210.0,6.0,1260.0,Synthetic promotion,10.44,0,10.44,1249.56,62.48,1312.04,26.05,156.3,87.49,88.09
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0003,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0005,Americano - Large,235.0,2.0,470.0,Synthetic promotion,4.52,0,4.52,465.48,23.27,488.75,28.91,57.82,87.58,88.17
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0004,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0007,Latte - Medium,250.0,3.0,750.0,Synthetic promotion,43.44,0,43.44,706.56,35.33,741.89,40.96,122.88,82.61,83.44
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0005,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0012,Flat White - Regular,235.0,2.0,470.0,Synthetic promotion,21.63,0,21.63,448.37,22.42,470.79,36.17,72.34,83.87,84.63
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0006,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0013,Flat White - Medium,260.0,2.0,520.0,Synthetic promotion,27.57,0,27.57,492.43,24.62,517.05,40.96,81.92,83.36,84.16
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0007,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0014,Flat White - Large,285.0,1.0,285.0,Synthetic promotion,3.11,0,3.11,281.89,14.09,295.98,45.76,45.76,83.77,84.54
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0008,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0016,Mocha - Medium,270.0,5.0,1350.0,Synthetic promotion,77.21,0,77.21,1272.79,63.64,1336.43,48.42,242.1,80.98,81.88
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0009,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0024,Caramel Macchiato - Regular,265.0,2.0,530.0,Synthetic promotion,12.89,0,12.89,517.11,25.86,542.97,42.42,84.84,83.59,84.37
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0010,Dine In,Dine In,Guest 5862,9000005862,Beverage,Signature Coffee,996331,MENU0026,Caramel Macchiato - Large,325.0,1.0,325.0,Synthetic promotion,13.06,0,13.06,311.94,15.6,327.54,53.88,53.88,82.73,83.55
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0011,Delivery/Takeaway,Online,,,Beverage,Signature Coffee,996331,MENU0028,French Vanilla Latte - Medium,295.0,1.0,295.0,Synthetic promotion,17.24,0,17.24,277.76,13.89,291.65,47.85,47.85,82.77,83.59
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0012,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0031,Vegan Iced Latte - Medium,314.79,2.0,629.58,,0.0,0,0.0,629.58,31.48,661.06,66.95,133.9,78.73,79.74
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0013,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0034,Classic Cold Brew - Medium,250.0,1.0,250.0,Synthetic promotion,11.11,0,11.11,238.89,11.94,250.83,28.66,28.66,88.0,88.57
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0014,Delivery/Takeaway,Online,,,Beverage,Cold Brew,996331,MENU0037,Coffee Lemonade - Medium,260.0,1.0,260.0,Synthetic promotion,3.06,0,3.06,256.94,12.85,269.79,33.09,33.09,87.12,87.73
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0015,Delivery/Takeaway,Online,Guest 4207,9000004207,Beverage,Cold Brew,996331,MENU0040,Vietnamese Shakerato - Medium,280.0,2.0,560.0,Synthetic promotion,2.15,0,2.15,557.85,27.89,585.74,28.66,57.32,89.72,90.21
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0016,Dine In,Dine In,,,Beverage,Cold Coffee,996331,MENU0042,Classic Cold Coffee - Regular,255.0,4.0,1020.0,Synthetic promotion,1.51,0,1.51,1018.49,50.92,1069.41,38.56,154.24,84.86,85.58
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0017,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0043,Classic Cold Coffee - Medium,290.0,1.0,290.0,Synthetic promotion,10.17,0,10.17,279.83,13.99,293.82,43.56,43.56,84.43,85.17
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0018,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0045,Mocha Cold Coffee - Regular,285.0,4.0,1140.0,Synthetic promotion,38.34,0,38.34,1101.66,55.08,1156.74,45.06,180.24,83.64,84.42
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0019,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0047,Mocha Cold Coffee - Large,355.0,1.0,355.0,Synthetic promotion,8.73,0,8.73,346.27,17.31,363.58,57.03,57.03,83.53,84.31
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0020,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0048,Caramel Cold Coffee - Regular,286.68,4.0,1146.72,Synthetic promotion,0.02,0,0.02,1146.7,57.34,1204.04,44.81,179.24,84.37,85.11
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0021,Delivery/Takeaway,Online,Guest 3580,9000003580,Beverage,Cold Coffee,996331,MENU0049,Caramel Cold Coffee - Medium,320.0,1.0,320.0,Synthetic promotion,18.66,0,18.66,301.34,15.07,316.41,50.74,50.74,83.16,83.96
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0022,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0050,Caramel Cold Coffee - Large,355.0,1.0,355.0,Synthetic promotion,14.02,0,14.02,340.98,17.05,358.03,56.7,56.7,83.37,84.16
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0023,Dine In,Dine In,Guest 6720,9000006720,Beverage,Tea,996331,MENU0051,Masala Chai Latte - Regular,195.0,1.0,195.0,Synthetic promotion,2.18,0,2.18,192.82,9.64,202.46,36.17,36.17,81.24,82.13
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0024,Dine In,Dine In,Guest 1333,9000001333,Beverage,Tea,996331,MENU0052,Masala Chai Latte - Medium,220.0,1.0,220.0,Synthetic promotion,5.49,0,5.49,214.51,10.73,225.24,40.96,40.96,80.91,81.81
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0025,Delivery/Takeaway,Takeaway,,,Beverage,Tea,996331,MENU0053,Masala Chai Latte - Large,245.0,1.0,245.0,Synthetic promotion,2.15,0,2.15,242.85,12.14,254.99,45.76,45.76,81.16,82.05
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0026,Delivery/Takeaway,Online,Guest 3531,9000003531,Beverage,Tea,996331,MENU0056,Japanese Matcha Latte - Medium,295.0,1.0,295.0,Synthetic promotion,1.67,0,1.67,293.33,14.67,308.0,40.96,40.96,86.04,86.7
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0027,Delivery/Takeaway,Online,Guest 0501,9000000501,Beverage,Iced Tea,996331,MENU0058,Lemon Iced Tea - Regular,205.0,1.0,205.0,Synthetic promotion,0.84,0,0.84,204.16,10.21,214.37,14.29,14.29,93.0,93.33
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0028,Delivery/Takeaway,Online,,,Beverage,Iced Tea,996331,MENU0059,Lemon Iced Tea - Medium,232.35,1.0,232.35,,0.0,0,0.0,232.35,11.62,243.97,15.66,15.66,93.26,93.58
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0029,Delivery/Takeaway,Online,,,Beverage,Iced Tea,996331,MENU0060,Lemon Iced Tea - Large,255.0,1.0,255.0,Synthetic promotion,13.88,0,13.88,241.12,12.06,253.18,17.03,17.03,92.94,93.27
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0030,Delivery/Takeaway,Online,,,Beverage,Iced Tea,996331,MENU0061,Hibiscus Lime Iced Tea - Regular,228.74,3.0,686.22,,0.0,0,0.0,686.23,34.31,720.54,24.09,72.27,89.47,89.97
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0031,Dine In,Dine In,,,Beverage,Iced Tea,996331,MENU0062,Hibiscus Lime Iced Tea - Medium,250.0,2.0,500.0,Synthetic promotion,8.77,0,8.77,491.23,24.56,515.79,26.94,53.88,89.03,89.55
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0032,Delivery/Takeaway,Takeaway,,,Beverage,Iced Tea,996331,MENU0063,Hibiscus Lime Iced Tea - Large,278.56,2.0,557.12,,0.0,0,0.0,557.12,27.86,584.98,29.77,59.54,89.31,89.82
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0033,Delivery/Takeaway,Takeaway,,,Beverage,Kids Beverage,996331,MENU0065,Hot Chocolate - Medium,245.0,1.0,245.0,Synthetic promotion,9.69,0,9.69,235.31,11.77,247.08,40.27,40.27,82.89,83.7
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0034,Delivery/Takeaway,Takeaway,,,Beverage,Shake,996331,MENU0068,Choco Chip Shake - Regular,295.0,1.0,295.0,Synthetic promotion,10.34,0,10.34,284.66,14.23,298.89,34.11,34.11,88.02,88.59
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0035,Dine In,Dine In,,,Beverage,Smoothie,996331,MENU0074,Seasonal Smoothie - Regular,305.0,3.0,915.0,Synthetic promotion,37.67,0,37.67,877.33,43.87,921.2,33.37,100.11,88.59,89.13
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0036,Delivery/Takeaway,Online,,,Beverage,Smoothie,996331,MENU0076,Seasonal Smoothie - Large,375.0,1.0,375.0,Synthetic promotion,13.98,0,13.98,361.02,18.05,379.07,41.83,41.83,88.41,88.97
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0037,Dine In,Dine In,,,Food,Wraps,996331,MENU0077,Spicy Paneer Wrap,275.0,2.0,550.0,Synthetic promotion,6.55,0,6.55,543.45,27.17,570.62,73.36,146.72,73.0,74.29
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0038,Delivery/Takeaway,Online,Guest 4531,9000004531,Food,Sandwiches,996331,MENU0081,Pepper Chicken Sandwich,315.0,1.0,315.0,Synthetic promotion,6.83,0,6.83,308.17,15.41,323.58,87.66,87.66,71.55,72.91
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0039,Dine In,Dine In,,,Food,Breakfast,996331,MENU0086,Breakfast Pancakes,285.0,1.0,285.0,Synthetic promotion,10.12,0,10.12,274.88,13.74,288.62,66.89,66.89,75.67,76.82
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0040,Dine In,Dine In,,,Food,Breakfast,996331,MENU0089,Masala Egg Bun,226.26,1.0,226.26,,0.0,0,0.0,226.26,11.31,237.57,42.74,42.74,81.11,82.01
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0041,Dine In,Dine In,,,Food,Snacks,996331,MENU0090,Marinara Cheese Pin Wheels,215.0,1.0,215.0,Synthetic promotion,11.11,0,11.11,203.89,10.19,214.08,38.29,38.29,81.22,82.11
ABNAH Cafe Hauz Khas,2026-01-02,BILL-OUT002-260102-0042,Dine In,Dine In,,,Food,Snacks,996331,MENU0092,Turnover with Brioche Dough Chicken,255.0,1.0,255.0,Synthetic promotion,0.24,0,0.24,254.76,12.74,267.5,87.54,87.54,65.64,67.27
