Store Name,Date,Bill No.,Tab Type,Source,Customer Name,Customer Number,Super Category,Category,SAC/HSN No.,SKU Code / Item No,SKU / Item Name,Item Rate,Item Qty,Item Subtotal,Offer,Discount Amount,Complimentary Amount,Total Discount,Net Sale Value,Tax Amount,Gross Sale Value,Purchase Rate,Purchase Value,Net Margin%,Gross Margin%
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0031,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0046,Mocha Cold Coffee - Medium,320.0,2.0,640.0,Synthetic promotion,12.56,0,12.56,627.44,31.37,658.81,51.03,102.06,83.73,84.51
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0032,Delivery/Takeaway,Takeaway,Guest 8387,9000008387,Beverage,Cold Coffee,996331,MENU0047,Mocha Cold Coffee - Large,355.0,2.0,710.0,Synthetic promotion,23.18,0,23.18,686.82,34.34,721.16,57.03,114.06,83.39,84.18
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0033,Dine In,Dine In,,,Beverage,Cold Coffee,996331,MENU0048,Caramel Cold Coffee - Regular,285.0,2.0,570.0,Synthetic promotion,22.39,0,22.39,547.61,27.38,574.99,44.81,89.62,83.63,84.41
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0034,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0049,Caramel Cold Coffee - Medium,320.0,2.0,640.0,Synthetic promotion,30.81,0,30.81,609.19,30.46,639.65,50.74,101.48,83.34,84.14
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0035,Delivery/Takeaway,Online,Guest 3905,9000003905,Beverage,Tea,996331,MENU0051,Masala Chai Latte - Regular,195.0,1.0,195.0,Synthetic promotion,11.08,0,11.08,183.92,9.2,193.12,36.17,36.17,80.33,81.27
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0036,Delivery/Takeaway,Online,Guest 5251,9000005251,Beverage,Tea,996331,MENU0052,Masala Chai Latte - Medium,220.0,1.0,220.0,Synthetic promotion,7.65,0,7.65,212.35,10.62,222.97,40.96,40.96,80.71,81.63
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0037,Delivery/Takeaway,Online,,,Beverage,Tea,996331,MENU0055,Japanese Matcha Latte - Regular,265.0,3.0,795.0,Synthetic promotion,41.31,0,41.31,753.69,37.68,791.37,36.17,108.51,85.6,86.29
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0038,Delivery/Takeaway,Takeaway,,,Beverage,Iced Tea,996331,MENU0058,Lemon Iced Tea - Regular,207.06,2.0,414.12,Synthetic promotion,0.01,0,0.01,414.11,20.71,434.82,14.29,28.58,93.1,93.43
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0039,Dine In,Dine In,,,Beverage,Iced Tea,996331,MENU0062,Hibiscus Lime Iced Tea - Medium,250.0,2.0,500.0,Synthetic promotion,27.54,0,27.54,472.46,23.62,496.08,26.94,53.88,88.6,89.14
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0040,Delivery/Takeaway,Online,,,Beverage,Smoothie,996331,MENU0074,Seasonal Smoothie - Regular,305.0,1.0,305.0,Synthetic promotion,14.59,0,14.59,290.41,14.52,304.93,33.37,33.37,88.51,89.06
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0041,Delivery/Takeaway,Online,,,Beverage,Smoothie,996331,MENU0075,Seasonal Smoothie - Medium,342.4,1.0,342.4,,0.0,0,0.0,342.4,17.12,359.52,37.59,37.59,89.02,89.54
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0042,Delivery/Takeaway,Takeaway,,,Food,Wraps,996331,MENU0077,Spicy Paneer Wrap,275.0,1.0,275.0,Synthetic promotion,14.58,0,14.58,260.42,13.02,273.44,73.36,73.36,71.83,73.17
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0043,Delivery/Takeaway,Takeaway,,,Food,Sandwiches,996331,MENU0079,Smoked Chipotle Paneer Sandwich,295.0,1.0,295.0,Synthetic promotion,1.1,0,1.1,293.9,14.7,308.6,90.66,90.66,69.15,70.62
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0044,Dine In,Dine In,,,Food,Sandwiches,996331,MENU0082,Tandoori Chicken Sandwich,320.0,1.0,320.0,Synthetic promotion,15.24,0,15.24,304.76,15.24,320.0,87.66,87.66,71.24,72.61
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0045,Delivery/Takeaway,Takeaway,Guest 0239,9000000239,Food,Platter,996331,MENU0085,Hummus and Pita Platter,310.0,1.0,310.0,Synthetic promotion,17.06,0,17.06,292.94,14.65,307.59,45.45,45.45,84.48,85.22
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0046,Delivery/Takeaway,Takeaway,,,Food,Breakfast,996331,MENU0089,Masala Egg Bun,225.0,1.0,225.0,Synthetic promotion,2.48,0,2.48,222.52,11.13,233.65,42.74,42.74,80.79,81.71
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0047,Delivery/Takeaway,Online,,,Food,Snacks,996331,MENU0090,Marinara Cheese Pin Wheels,215.0,1.0,215.0,Synthetic promotion,11.38,0,11.38,203.62,10.18,213.8,38.29,38.29,81.2,82.09
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0048,Delivery/Takeaway,Takeaway,,,Food,Snacks,996331,MENU0092,Turnover with Brioche Dough Chicken,255.0,1.0,255.0,Synthetic promotion,10.45,0,10.45,244.55,12.23,256.78,87.54,87.54,64.2,65.91
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0049,Delivery/Takeaway,Online,Guest 3582,9000003582,Food,Baked Goods,996331,MENU0095,Almond Croissant,245.0,2.0,490.0,Synthetic promotion,6.98,0,6.98,483.02,24.15,507.17,58.04,116.08,75.97,77.11
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0050,Delivery/Takeaway,Takeaway,,,Food,Baked Goods,996331,MENU0096,Chocolate Croissant,235.0,2.0,470.0,Synthetic promotion,4.01,0,4.01,465.99,23.3,489.29,64.54,129.08,72.3,73.62
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0051,Delivery/Takeaway,Takeaway,,,Food,Baked Goods,996331,MENU0098,Sriracha Chicken Croissant,275.0,1.0,275.0,Synthetic promotion,1.67,0,1.67,273.33,13.67,287.0,81.14,81.14,70.31,71.73
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0052,Delivery/Takeaway,Online,,,Dessert,Baked Goods,996331,MENU0099,Cinnamon Roll with Cream Cheese,220.0,1.0,220.0,Synthetic promotion,0.04,0,0.04,219.96,11.0,230.96,52.57,52.57,76.1,77.24
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0053,Delivery/Takeaway,Online,,,Dessert,Desserts,996331,MENU0102,Double Chocolate Truffle Cake,295.0,2.0,590.0,Synthetic promotion,13.27,0,13.27,576.73,28.84,605.57,63.07,126.14,78.13,79.17
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0054,Dine In,Dine In,,,Dessert,Desserts,996331,MENU0103,Banoffee Pie,287.06,1.0,287.06,,0.0,0,0.0,287.06,14.35,301.41,56.57,56.57,80.29,81.23
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0055,Dine In,Dine In,,,Dessert,Desserts,996331,MENU0104,Classic Chocolate Fudge Brownie,195.0,1.0,195.0,Synthetic promotion,5.27,0,5.27,189.73,9.49,199.22,51.02,51.02,73.11,74.39
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0056,Dine In,Dine In,,,Dessert,Desserts,996331,MENU0106,Death by Chocolate Cookie,190.0,3.0,570.0,Synthetic promotion,18.02,0,18.02,551.98,27.6,579.58,47.52,142.56,74.17,75.4
ABNAH Cafe Hauz Khas,2026-03-01,BILL-OUT002-260301-0057,Delivery/Takeaway,Takeaway,Guest 3543,9000003543,Dessert,Desserts,996331,MENU0108,Apple Pie,270.0,1.0,270.0,Synthetic promotion,3.11,0,3.11,266.89,13.34,280.23,56.57,56.57,78.8,79.81
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0001,Dine In,Dine In,Guest 5213,9000005213,Beverage,Coffee Classics,996331,MENU0003,Americano - Regular,185.0,2.0,370.0,Synthetic promotion,21.22,0,21.22,348.78,17.44,366.22,23.21,46.42,86.69,87.32
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0002,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0004,Americano - Medium,210.0,2.0,420.0,Synthetic promotion,18.06,0,18.06,401.94,20.1,422.04,26.05,52.1,87.04,87.66
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0003,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0005,Americano - Large,235.0,2.0,470.0,Synthetic promotion,25.84,0,25.84,444.16,22.21,466.37,28.91,57.82,86.98,87.6
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0004,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0006,Latte - Regular,225.0,1.0,225.0,Synthetic promotion,12.13,0,12.13,212.87,10.64,223.51,36.17,36.17,83.01,83.82
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0005,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0007,Latte - Medium,250.0,3.0,750.0,Synthetic promotion,24.98,0,24.98,725.02,36.25,761.27,40.96,122.88,83.05,83.86
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0006,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0008,Latte - Large,275.0,1.0,275.0,Synthetic promotion,5.08,0,5.08,269.92,13.5,283.42,45.76,45.76,83.05,83.85
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0007,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0009,Cappuccino - Regular,225.0,2.0,450.0,Synthetic promotion,10.43,0,10.43,439.57,21.98,461.55,36.17,72.34,83.54,84.33
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0008,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0010,Cappuccino - Medium,250.0,3.0,750.0,Synthetic promotion,36.85,0,36.85,713.15,35.66,748.81,40.96,122.88,82.77,83.59
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0009,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0012,Flat White - Regular,238.8,2.0,477.6,,0.0,0,0.0,477.6,23.88,501.48,36.17,72.34,84.85,85.57
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0010,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0014,Flat White - Large,285.0,2.0,570.0,Synthetic promotion,24.14,0,24.14,545.86,27.29,573.15,45.76,91.52,83.23,84.03
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0011,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0016,Mocha - Medium,270.0,1.0,270.0,Synthetic promotion,0.2,0,0.2,269.8,13.49,283.29,48.42,48.42,82.05,82.91
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0012,Delivery/Takeaway,Takeaway,Guest 7326,9000007326,Beverage,Coffee Classics,996331,MENU0017,Mocha - Large,295.0,1.0,295.0,Synthetic promotion,5.04,0,5.04,289.96,14.5,304.46,54.21,54.21,81.3,82.19
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0013,Delivery/Takeaway,Online,,,Beverage,Signature Coffee,996331,MENU0023,Orange Zest Mocha - Large,330.0,1.0,330.0,Synthetic promotion,10.9,0,10.9,319.1,15.96,335.06,54.21,54.21,83.01,83.82
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0014,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0025,Caramel Macchiato - Medium,295.0,1.0,295.0,Synthetic promotion,9.48,0,9.48,285.52,14.28,299.8,48.13,48.13,83.14,83.95
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0015,Delivery/Takeaway,Takeaway,Guest 7679,9000007679,Beverage,Signature Coffee,996331,MENU0028,French Vanilla Latte - Medium,295.0,1.0,295.0,Synthetic promotion,10.85,0,10.85,284.15,14.21,298.36,47.85,47.85,83.16,83.96
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0016,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0031,Vegan Iced Latte - Medium,312.14,2.0,624.28,,0.0,0,0.0,624.29,31.21,655.5,66.95,133.9,78.55,79.57
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0017,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0032,Vegan Iced Latte - Large,335.0,1.0,335.0,Synthetic promotion,13.77,0,13.77,321.23,16.06,337.29,75.02,75.02,76.65,77.76
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0018,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0033,Classic Cold Brew - Regular,227.2,1.0,227.2,,0.0,0,0.0,227.2,11.36,238.56,25.6,25.6,88.73,89.27
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0019,Delivery/Takeaway,Takeaway,,,Beverage,Cold Brew,996331,MENU0034,Classic Cold Brew - Medium,250.63,1.0,250.63,,0.0,0,0.0,250.63,12.53,263.16,28.66,28.66,88.56,89.11
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0020,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0035,Classic Cold Brew - Large,275.0,1.0,275.0,Synthetic promotion,3.43,0,3.43,271.57,13.58,285.15,31.73,31.73,88.32,88.87
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0021,Delivery/Takeaway,Online,Guest 5500,9000005500,Beverage,Cold Brew,996331,MENU0037,Coffee Lemonade - Medium,262.48,1.0,262.48,,0.0,0,0.0,262.48,13.12,275.6,33.09,33.09,87.39,87.99
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0022,Delivery/Takeaway,Takeaway,,,Beverage,Cold Brew,996331,MENU0038,Coffee Lemonade - Large,285.0,1.0,285.0,Synthetic promotion,11.27,0,11.27,273.73,13.69,287.42,36.73,36.73,86.58,87.22
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0023,Delivery/Takeaway,Online,,,Beverage,Cold Brew,996331,MENU0041,Vietnamese Shakerato - Large,308.51,1.0,308.51,,0.0,0,0.0,308.51,15.43,323.94,31.73,31.73,89.72,90.2
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0024,Dine In,Dine In,Guest 7987,9000007987,Beverage,Cold Coffee,996331,MENU0042,Classic Cold Coffee - Regular,255.0,2.0,510.0,Synthetic promotion,13.13,0,13.13,496.87,24.84,521.71,38.56,77.12,84.48,85.22
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0025,Dine In,Dine In,,,Beverage,Cold Coffee,996331,MENU0043,Classic Cold Coffee - Medium,290.0,3.0,870.0,Synthetic promotion,16.24,0,16.24,853.76,42.69,896.45,43.56,130.68,84.69,85.42
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0026,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0045,Mocha Cold Coffee - Regular,285.0,1.0,285.0,Synthetic promotion,16.88,0,16.88,268.12,13.41,281.53,45.06,45.06,83.19,83.99
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0027,Dine In,Dine In,Guest 2702,9000002702,Beverage,Cold Coffee,996331,MENU0046,Mocha Cold Coffee - Medium,320.0,1.0,320.0,Synthetic promotion,6.23,0,6.23,313.77,15.69,329.46,51.03,51.03,83.74,84.51
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0028,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0047,Mocha Cold Coffee - Large,355.0,1.0,355.0,Synthetic promotion,8.18,0,8.18,346.82,17.34,364.16,57.03,57.03,83.56,84.34
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0029,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0050,Caramel Cold Coffee - Large,355.0,1.0,355.0,Synthetic promotion,13.94,0,13.94,341.06,17.05,358.11,56.7,56.7,83.38,84.17
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0030,Delivery/Takeaway,Takeaway,,,Beverage,Tea,996331,MENU0054,Himalayan Green Tea,214.05,1.0,214.05,,0.0,0,0.0,214.05,10.7,224.75,8.67,8.67,95.95,96.14
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0031,Delivery/Takeaway,Takeaway,,,Beverage,Iced Tea,996331,MENU0058,Lemon Iced Tea - Regular,205.85,1.0,205.85,,0.0,0,0.0,205.85,10.29,216.14,14.29,14.29,93.06,93.39
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0032,Dine In,Dine In,,,Beverage,Iced Tea,996331,MENU0060,Lemon Iced Tea - Large,255.0,1.0,255.0,Synthetic promotion,4.94,0,4.94,250.06,12.5,262.56,17.03,17.03,93.19,93.51
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0033,Dine In,Dine In,,,Beverage,Iced Tea,996331,MENU0063,Hibiscus Lime Iced Tea - Large,275.0,1.0,275.0,Synthetic promotion,8.83,0,8.83,266.17,13.31,279.48,29.77,29.77,88.82,89.35
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0034,Delivery/Takeaway,Takeaway,,,Beverage,Kids Beverage,996331,MENU0066,Hot Chocolate - Large,270.0,1.0,270.0,Synthetic promotion,3.17,0,3.17,266.83,13.34,280.17,44.98,44.98,83.14,83.95
ABNAH Cafe Hauz Khas,2026-03-02,BILL-OUT002-260302-0035,Dine In,Dine In,,,Beverage,Shake,996331,MENU0068,Choco Chip Shake - Regular,295.0,1.0,295.0,Synthetic promotion,1.86,0,1.86,293.14,14.66,307.8,34.11,34.11,88.36,88.92
