State,Deployment,Order Id,billNumber,daySerial,Tab,tableNumber,Open Time,Close Time,Category Name,Item Name,Item Number,itemSection,Item Classification,Rate,Qty,Amount,Discount,discountType,discountRemarks,GST@5% Amount,GST@5%,GST@18% Amount,GST@18%,GST@3% Amount,GST@3%,netamt,customerName,customerMobile,Covers,Waiter Name,Source
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0011,11,Delivery/Takeaway,,2026-02-01 09:42:00,2026-02-01 10:05:00,Signature Coffee,Vegan Iced Latte - Regular,MENU0030,Beverage,Menu Item,288.22,1.0,288.22,0.0,,,288.22,14.41,0,0,0,0,302.63,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0012,12,Dine In,T03,2026-02-01 09:56:00,2026-02-01 10:41:00,Signature Coffee,Vegan Iced Latte - Medium,MENU0031,Beverage,Menu Item,310.0,1.0,310.0,4.07,Bill Discount,Synthetic promotion,305.93,15.3,0,0,0,0,321.23,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0013,13,Delivery/Takeaway,,2026-02-01 13:39:00,2026-02-01 14:27:00,Signature Coffee,Vegan Iced Latte - Large,MENU0032,Beverage,Menu Item,335.0,1.0,335.0,9.55,Bill Discount,Synthetic promotion,325.45,16.27,0,0,0,0,341.72,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0014,14,Delivery/Takeaway,,2026-02-01 13:55:00,2026-02-01 14:36:00,Cold Brew,Classic Cold Brew - Regular,MENU0033,Beverage,Menu Item,225.0,1.0,225.0,12.5,Bill Discount,Synthetic promotion,212.5,10.62,0,0,0,0,223.12,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0015,15,Dine In,T15,2026-02-01 18:16:00,2026-02-01 18:30:00,Cold Brew,Coffee Lemonade - Regular,MENU0036,Beverage,Menu Item,235.0,1.0,235.0,4.18,Bill Discount,Synthetic promotion,230.82,11.54,0,0,0,0,242.36,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0016,16,Delivery/Takeaway,,2026-02-01 17:45:00,2026-02-01 17:53:00,Cold Coffee,Mocha Cold Coffee - Regular,MENU0045,Beverage,Menu Item,285.0,1.0,285.0,13.22,Bill Discount,Synthetic promotion,271.78,13.59,0,0,0,0,285.37,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0017,17,Delivery/Takeaway,,2026-02-01 09:25:00,2026-02-01 09:45:00,Cold Coffee,Caramel Cold Coffee - Large,MENU0050,Beverage,Menu Item,355.0,1.0,355.0,9.73,Bill Discount,Synthetic promotion,345.27,17.26,0,0,0,0,362.53,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0018,18,Delivery/Takeaway,,2026-02-01 18:39:00,2026-02-01 18:52:00,Tea,Masala Chai Latte - Medium,MENU0052,Beverage,Menu Item,220.0,1.0,220.0,5.45,Bill Discount,Synthetic promotion,214.55,10.73,0,0,0,0,225.28,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0019,19,Delivery/Takeaway,,2026-02-01 19:36:00,2026-02-01 20:19:00,Tea,Japanese Matcha Latte - Regular,MENU0055,Beverage,Menu Item,265.0,1.0,265.0,0.68,Bill Discount,Synthetic promotion,264.32,13.22,0,0,0,0,277.54,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0020,20,Dine In,T06,2026-02-01 10:24:00,2026-02-01 11:09:00,Tea,Japanese Matcha Latte - Large,MENU0057,Beverage,Menu Item,325.0,1.0,325.0,18.12,Bill Discount,Synthetic promotion,306.88,15.34,0,0,0,0,322.22,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0021,21,Dine In,T14,2026-02-01 12:03:00,2026-02-01 12:41:00,Kids Beverage,Babyccino - Regular,MENU0067,Beverage,Menu Item,165.0,1.0,165.0,1.86,Bill Discount,Synthetic promotion,163.14,8.16,0,0,0,0,171.3,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0022,22,Delivery/Takeaway,,2026-02-01 09:47:00,2026-02-01 10:09:00,Sandwiches,Pepper Chicken Sandwich,MENU0081,Food,Menu Item,315.0,1.0,315.0,17.22,Bill Discount,Synthetic promotion,297.78,14.89,0,0,0,0,312.67,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0023,23,Dine In,T17,2026-02-01 16:08:00,2026-02-01 16:26:00,Sandwiches,Tandoori Chicken Sandwich,MENU0082,Food,Menu Item,320.0,2.0,640.0,10.15,Bill Discount,Synthetic promotion,629.85,31.49,0,0,0,0,661.34,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0024,24,Delivery/Takeaway,,2026-02-01 18:49:00,2026-02-01 19:04:00,Breakfast,Scallion Pepper Cream Cheese Bagel,MENU0088,Food,Menu Item,270.22,1.0,270.22,0.0,,,270.22,13.51,0,0,0,0,283.73,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0025,25,Dine In,T18,2026-02-01 17:55:00,2026-02-01 18:03:00,Breakfast,Masala Egg Bun,MENU0089,Food,Menu Item,225.0,1.0,225.0,1.97,Bill Discount,Synthetic promotion,223.03,11.15,0,0,0,0,234.18,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0026,26,Dine In,T10,2026-02-01 11:36:00,2026-02-01 12:24:00,Snacks,Marinara Cheese Pin Wheels,MENU0090,Food,Menu Item,215.0,1.0,215.0,11.01,Bill Discount,Synthetic promotion,203.99,10.2,0,0,0,0,214.19,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0027,27,Delivery/Takeaway,,2026-02-01 15:49:00,2026-02-01 16:15:00,Baked Goods,Butter Croissant,MENU0094,Food,Menu Item,195.0,1.0,195.0,3.79,Bill Discount,Synthetic promotion,191.21,9.56,0,0,0,0,200.77,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0028,28,Delivery/Takeaway,,2026-02-01 18:03:00,2026-02-01 18:14:00,Desserts,Death by Chocolate Cookie,MENU0106,Dessert,Menu Item,190.0,1.0,190.0,8.44,Bill Discount,Synthetic promotion,181.56,9.08,0,0,0,0,190.64,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0029,29,Delivery/Takeaway,,2026-02-01 14:00:00,2026-02-01 14:25:00,Desserts,Jaggery Parmesan Cookie,MENU0107,Dessert,Menu Item,170.0,2.0,340.0,9.26,Bill Discount,Synthetic promotion,330.74,16.54,0,0,0,0,347.28,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260201-0030,30,Dine In,T17,2026-02-01 16:58:00,2026-02-01 17:06:00,Desserts,Basque Cheesecake,MENU0109,Dessert,Menu Item,315.34,1.0,315.34,0.0,,,315.34,15.77,0,0,0,0,331.11,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0001,1,Delivery/Takeaway,,2026-02-02 09:10:00,2026-02-02 09:43:00,Coffee Classics,Americano - Medium,MENU0004,Beverage,Menu Item,210.0,3.0,630.0,1.66,Bill Discount,Synthetic promotion,628.34,31.42,0,0,0,0,659.76,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0002,2,Delivery/Takeaway,,2026-02-02 17:51:00,2026-02-02 18:01:00,Coffee Classics,Americano - Large,MENU0005,Beverage,Menu Item,235.44,4.0,941.76,0.01,Bill Discount,Synthetic promotion,941.75,47.09,0,0,0,0,988.84,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0003,3,Dine In,T13,2026-02-02 17:18:00,2026-02-02 17:46:00,Coffee Classics,Latte - Regular,MENU0006,Beverage,Menu Item,225.0,2.0,450.0,2.68,Bill Discount,Synthetic promotion,447.32,22.37,0,0,0,0,469.69,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0004,4,Delivery/Takeaway,,2026-02-02 15:35:00,2026-02-02 15:55:00,Coffee Classics,Latte - Medium,MENU0007,Beverage,Menu Item,250.0,3.0,750.0,20.47,Bill Discount,Synthetic promotion,729.53,36.48,0,0,0,0,766.01,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0005,5,Dine In,T18,2026-02-02 12:11:00,2026-02-02 12:55:00,Coffee Classics,Cappuccino - Regular,MENU0009,Beverage,Menu Item,226.61,5.0,1133.05,0.0,,,1133.05,56.65,0,0,0,0,1189.7,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0006,6,Delivery/Takeaway,,2026-02-02 15:54:00,2026-02-02 16:15:00,Coffee Classics,Cappuccino - Medium,MENU0010,Beverage,Menu Item,252.12,4.0,1008.48,0.01,Bill Discount,Synthetic promotion,1008.47,50.42,0,0,0,0,1058.89,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0007,7,Delivery/Takeaway,,2026-02-02 11:43:00,2026-02-02 11:51:00,Coffee Classics,Cappuccino - Large,MENU0011,Beverage,Menu Item,275.32,2.0,550.64,0.0,,,550.65,27.53,0,0,0,0,578.18,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0008,8,Delivery/Takeaway,,2026-02-02 17:46:00,2026-02-02 18:26:00,Coffee Classics,Flat White - Regular,MENU0012,Beverage,Menu Item,235.0,3.0,705.0,32.22,Bill Discount,Synthetic promotion,672.78,33.64,0,0,0,0,706.42,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0009,9,Delivery/Takeaway,,2026-02-02 19:55:00,2026-02-02 20:41:00,Coffee Classics,Flat White - Medium,MENU0013,Beverage,Menu Item,260.0,2.0,520.0,28.62,Bill Discount,Synthetic promotion,491.38,24.57,0,0,0,0,515.95,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0010,10,Delivery/Takeaway,,2026-02-02 16:17:00,2026-02-02 16:53:00,Coffee Classics,Flat White - Large,MENU0014,Beverage,Menu Item,287.81,4.0,1151.24,0.0,,,1151.24,57.56,0,0,0,0,1208.8,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0011,11,Delivery/Takeaway,,2026-02-02 18:33:00,2026-02-02 19:03:00,Coffee Classics,Mocha - Regular,MENU0015,Beverage,Menu Item,245.0,1.0,245.0,2.42,Bill Discount,Synthetic promotion,242.58,12.13,0,0,0,0,254.71,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0012,12,Delivery/Takeaway,,2026-02-02 12:15:00,2026-02-02 12:58:00,Coffee Classics,Mocha - Medium,MENU0016,Beverage,Menu Item,270.0,4.0,1080.0,4.52,Bill Discount,Synthetic promotion,1075.48,53.77,0,0,0,0,1129.25,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0013,13,Dine In,T07,2026-02-02 17:37:00,2026-02-02 18:05:00,Signature Coffee,Sea Salt Mocha - Regular,MENU0018,Beverage,Menu Item,275.0,1.0,275.0,4.74,Bill Discount,Synthetic promotion,270.26,13.51,0,0,0,0,283.77,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0014,14,Delivery/Takeaway,,2026-02-02 15:47:00,2026-02-02 16:35:00,Signature Coffee,Orange Zest Mocha - Medium,MENU0022,Beverage,Menu Item,300.0,4.0,1200.0,63.28,Bill Discount,Synthetic promotion,1136.72,56.84,0,0,0,0,1193.56,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0015,15,Delivery/Takeaway,,2026-02-02 18:54:00,2026-02-02 19:13:00,Signature Coffee,Caramel Macchiato - Regular,MENU0024,Beverage,Menu Item,265.0,3.0,795.0,35.9,Bill Discount,Synthetic promotion,759.1,37.95,0,0,0,0,797.05,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0016,16,Delivery/Takeaway,,2026-02-02 09:09:00,2026-02-02 09:58:00,Signature Coffee,Caramel Macchiato - Medium,MENU0025,Beverage,Menu Item,295.0,1.0,295.0,6.82,Bill Discount,Synthetic promotion,288.18,14.41,0,0,0,0,302.59,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0017,17,Delivery/Takeaway,,2026-02-02 12:50:00,2026-02-02 13:01:00,Signature Coffee,Caramel Macchiato - Large,MENU0026,Beverage,Menu Item,325.0,2.0,650.0,25.13,Bill Discount,Synthetic promotion,624.87,31.24,0,0,0,0,656.11,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0018,18,Delivery/Takeaway,,2026-02-02 16:48:00,2026-02-02 17:35:00,Signature Coffee,Vegan Iced Latte - Medium,MENU0031,Beverage,Menu Item,310.0,1.0,310.0,1.85,Bill Discount,Synthetic promotion,308.15,15.41,0,0,0,0,323.56,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0019,19,Delivery/Takeaway,,2026-02-02 16:20:00,2026-02-02 16:28:00,Cold Brew,Coffee Lemonade - Medium,MENU0037,Beverage,Menu Item,260.0,1.0,260.0,5.18,Bill Discount,Synthetic promotion,254.82,12.74,0,0,0,0,267.56,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0020,20,Delivery/Takeaway,,2026-02-02 16:03:00,2026-02-02 16:38:00,Cold Brew,Vietnamese Shakerato - Regular,MENU0039,Beverage,Menu Item,258.89,1.0,258.89,0.0,,,258.89,12.94,0,0,0,0,271.83,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0021,21,Dine In,T16,2026-02-02 17:22:00,2026-02-02 18:10:00,Cold Brew,Vietnamese Shakerato - Medium,MENU0040,Beverage,Menu Item,285.24,1.0,285.24,0.0,,,285.24,14.26,0,0,0,0,299.5,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0022,22,Dine In,T17,2026-02-02 19:09:00,2026-02-02 19:49:00,Cold Coffee,Classic Cold Coffee - Regular,MENU0042,Beverage,Menu Item,255.0,2.0,510.0,16.14,Bill Discount,Synthetic promotion,493.86,24.69,0,0,0,0,518.55,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0023,23,Delivery/Takeaway,,2026-02-02 10:01:00,2026-02-02 10:37:00,Cold Coffee,Mocha Cold Coffee - Regular,MENU0045,Beverage,Menu Item,288.09,4.0,1152.36,0.0,,,1152.37,57.62,0,0,0,0,1209.99,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0024,24,Delivery/Takeaway,,2026-02-02 15:35:00,2026-02-02 16:22:00,Cold Coffee,Mocha Cold Coffee - Large,MENU0047,Beverage,Menu Item,355.0,1.0,355.0,9.89,Bill Discount,Synthetic promotion,345.11,17.26,0,0,0,0,362.37,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0025,25,Delivery/Takeaway,,2026-02-02 08:28:00,2026-02-02 08:50:00,Cold Coffee,Caramel Cold Coffee - Medium,MENU0049,Beverage,Menu Item,321.14,1.0,321.14,0.0,,,321.14,16.06,0,0,0,0,337.2,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0026,26,Delivery/Takeaway,,2026-02-02 19:42:00,2026-02-02 19:58:00,Cold Coffee,Caramel Cold Coffee - Large,MENU0050,Beverage,Menu Item,355.0,1.0,355.0,10.09,Bill Discount,Synthetic promotion,344.91,17.25,0,0,0,0,362.16,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0027,27,Delivery/Takeaway,,2026-02-02 19:27:00,2026-02-02 19:39:00,Tea,Masala Chai Latte - Medium,MENU0052,Beverage,Menu Item,221.69,2.0,443.38,0.0,,,443.38,22.17,0,0,0,0,465.55,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0028,28,Dine In,T06,2026-02-02 11:19:00,2026-02-02 11:41:00,Tea,Masala Chai Latte - Large,MENU0053,Beverage,Menu Item,247.36,1.0,247.36,0.0,,,247.36,12.37,0,0,0,0,259.73,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0029,29,Delivery/Takeaway,,2026-02-02 10:53:00,2026-02-02 11:38:00,Tea,Himalayan Green Tea,MENU0054,Beverage,Menu Item,210.0,1.0,210.0,3.39,Bill Discount,Synthetic promotion,206.61,10.33,0,0,0,0,216.94,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0030,30,Delivery/Takeaway,,2026-02-02 18:38:00,2026-02-02 19:21:00,Tea,Japanese Matcha Latte - Medium,MENU0056,Beverage,Menu Item,295.0,1.0,295.0,8.06,Bill Discount,Synthetic promotion,286.94,14.35,0,0,0,0,301.29,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0031,31,Delivery/Takeaway,,2026-02-02 11:06:00,2026-02-02 11:42:00,Tea,Japanese Matcha Latte - Large,MENU0057,Beverage,Menu Item,328.53,1.0,328.53,0.0,,,328.53,16.43,0,0,0,0,344.96,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0032,32,Dine In,T10,2026-02-02 12:30:00,2026-02-02 12:41:00,Iced Tea,Lemon Iced Tea - Regular,MENU0058,Beverage,Menu Item,205.0,1.0,205.0,0.96,Bill Discount,Synthetic promotion,204.04,10.2,0,0,0,0,214.24,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0033,33,Delivery/Takeaway,,2026-02-02 18:21:00,2026-02-02 19:06:00,Iced Tea,Hibiscus Lime Iced Tea - Medium,MENU0062,Beverage,Menu Item,253.62,1.0,253.62,0.0,,,253.62,12.68,0,0,0,0,266.3,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0034,34,Dine In,T24,2026-02-02 13:47:00,2026-02-02 14:22:00,Shake,Choco Chip Shake - Medium,MENU0069,Beverage,Menu Item,330.0,2.0,660.0,26.0,Bill Discount,Synthetic promotion,634.0,31.7,0,0,0,0,665.7,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0035,35,Delivery/Takeaway,,2026-02-02 13:37:00,2026-02-02 14:03:00,Shake,Mixed Berry Shake - Large,MENU0073,Beverage,Menu Item,386.45,1.0,386.45,0.0,,,386.45,19.32,0,0,0,0,405.77,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0036,36,Delivery/Takeaway,,2026-02-02 08:50:00,2026-02-02 09:11:00,Smoothie,Seasonal Smoothie - Medium,MENU0075,Beverage,Menu Item,340.0,1.0,340.0,8.79,Bill Discount,Synthetic promotion,331.21,16.56,0,0,0,0,347.77,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0037,37,Dine In,T05,2026-02-02 16:30:00,2026-02-02 17:18:00,Smoothie,Seasonal Smoothie - Large,MENU0076,Beverage,Menu Item,375.0,1.0,375.0,3.38,Bill Discount,Synthetic promotion,371.62,18.58,0,0,0,0,390.2,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0038,38,Dine In,T16,2026-02-02 19:04:00,2026-02-02 19:24:00,Wraps,Shredded Chicken Wrap,MENU0078,Food,Menu Item,295.0,1.0,295.0,6.42,Bill Discount,Synthetic promotion,288.58,14.43,0,0,0,0,303.01,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0039,39,Dine In,T04,2026-02-02 16:30:00,2026-02-02 17:08:00,Sandwiches,Pepper Chicken Sandwich,MENU0081,Food,Menu Item,318.73,1.0,318.73,0.0,,,318.73,15.94,0,0,0,0,334.67,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0040,40,Dine In,T05,2026-02-02 19:05:00,2026-02-02 19:52:00,Sandwiches,Tandoori Chicken Sandwich,MENU0082,Food,Menu Item,321.08,2.0,642.16,0.0,,,642.17,32.11,0,0,0,0,674.28,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0041,41,Delivery/Takeaway,,2026-02-02 14:40:00,2026-02-02 14:59:00,Toasts,Chilli Cheese Garlic Toast,MENU0083,Food,Menu Item,235.0,1.0,235.0,7.53,Bill Discount,Synthetic promotion,227.47,11.37,0,0,0,0,238.84,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0042,42,Delivery/Takeaway,,2026-02-02 12:16:00,2026-02-02 13:04:00,Breakfast,Cream Cheese Bagel,MENU0087,Food,Menu Item,251.79,2.0,503.58,0.0,,,503.58,25.18,0,0,0,0,528.76,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0043,43,Dine In,T14,2026-02-02 08:56:00,2026-02-02 09:21:00,Breakfast,Scallion Pepper Cream Cheese Bagel,MENU0088,Food,Menu Item,265.0,2.0,530.0,1.31,Bill Discount,Synthetic promotion,528.69,26.43,0,0,0,0,555.12,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0044,44,Delivery/Takeaway,,2026-02-02 09:36:00,2026-02-02 09:49:00,Breakfast,Masala Egg Bun,MENU0089,Food,Menu Item,225.0,2.0,450.0,6.83,Bill Discount,Synthetic promotion,443.17,22.16,0,0,0,0,465.33,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0045,45,Delivery/Takeaway,,2026-02-02 17:28:00,2026-02-02 17:47:00,Snacks,Pesto Sundried Tomato Pin Wheel,MENU0091,Food,Menu Item,225.45,1.0,225.45,0.0,,,225.45,11.27,0,0,0,0,236.72,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0046,46,Dine In,T04,2026-02-02 17:40:00,2026-02-02 17:55:00,Snacks,Turnover with Brioche Dough Chicken,MENU0092,Food,Menu Item,255.0,1.0,255.0,8.71,Bill Discount,Synthetic promotion,246.29,12.31,0,0,0,0,258.6,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0047,47,Dine In,T13,2026-02-02 17:59:00,2026-02-02 18:10:00,Snacks,Turnover with Brioche Dough Veg,MENU0093,Food,Menu Item,236.55,1.0,236.55,0.0,,,236.55,11.83,0,0,0,0,248.38,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0048,48,Delivery/Takeaway,,2026-02-02 15:45:00,2026-02-02 16:34:00,Baked Goods,Butter Croissant,MENU0094,Food,Menu Item,195.0,2.0,390.0,16.72,Bill Discount,Synthetic promotion,373.28,18.66,0,0,0,0,391.94,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0049,49,Delivery/Takeaway,,2026-02-02 14:15:00,2026-02-02 14:52:00,Baked Goods,Almond Croissant,MENU0095,Food,Menu Item,245.0,2.0,490.0,26.53,Bill Discount,Synthetic promotion,463.47,23.17,0,0,0,0,486.64,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0050,50,Delivery/Takeaway,,2026-02-02 17:07:00,2026-02-02 17:54:00,Baked Goods,Mushroom Cheese Croissant,MENU0097,Food,Menu Item,255.0,2.0,510.0,30.1,Bill Discount,Synthetic promotion,479.9,24.0,0,0,0,0,503.9,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0051,51,Delivery/Takeaway,,2026-02-02 14:17:00,2026-02-02 14:31:00,Baked Goods,Sriracha Chicken Croissant,MENU0098,Food,Menu Item,275.0,1.0,275.0,9.54,Bill Discount,Synthetic promotion,265.46,13.27,0,0,0,0,278.73,,,,,
Delhi,ABNAH Cafe Connaught Place,,BILL-OUT001-260202-0052,52,Delivery/Takeaway,,2026-02-02 14:28:00,2026-02-02 15:02:00,Baked Goods,Banana Walnut Tea Cake,MENU0100,Dessert,Menu Item,207.39,1.0,207.39,0.0,,,207.39,10.37,0,0,0,0,217.76,,,,,
