Store Name,Date,Bill No.,Tab Type,Source,Customer Name,Customer Number,Super Category,Category,SAC/HSN No.,SKU Code / Item No,SKU / Item Name,Item Rate,Item Qty,Item Subtotal,Offer,Discount Amount,Complimentary Amount,Total Discount,Net Sale Value,Tax Amount,Gross Sale Value,Purchase Rate,Purchase Value,Net Margin%,Gross Margin%
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0011,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0013,Flat White - Medium,260.0,1.0,260.0,Synthetic promotion,12.21,0,12.21,247.79,12.39,260.18,40.96,40.96,83.47,84.26
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0012,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0014,Flat White - Large,286.57,1.0,286.57,,0.0,0,0.0,286.57,14.33,300.9,45.76,45.76,84.03,84.79
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0013,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0015,Mocha - Regular,245.0,3.0,735.0,Synthetic promotion,3.29,0,3.29,731.71,36.59,768.3,42.67,128.01,82.51,83.34
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0014,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0017,Mocha - Large,295.0,2.0,590.0,Synthetic promotion,32.3,0,32.3,557.7,27.89,585.59,54.21,108.42,80.56,81.49
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0015,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0018,Sea Salt Mocha - Regular,278.94,1.0,278.94,,0.0,0,0.0,278.94,13.95,292.89,42.67,42.67,84.7,85.43
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0016,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0022,Orange Zest Mocha - Medium,300.0,1.0,300.0,Synthetic promotion,6.69,0,6.69,293.31,14.67,307.98,48.42,48.42,83.49,84.28
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0017,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0023,Orange Zest Mocha - Large,330.0,1.0,330.0,Synthetic promotion,13.59,0,13.59,316.41,15.82,332.23,54.21,54.21,82.87,83.68
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0018,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0027,French Vanilla Latte - Regular,270.28,1.0,270.28,,0.0,0,0.0,270.28,13.51,283.79,42.17,42.17,84.4,85.14
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0019,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0029,French Vanilla Latte - Large,325.0,1.0,325.0,Synthetic promotion,1.17,0,1.17,323.83,16.19,340.02,53.56,53.56,83.46,84.25
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0020,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0030,Vegan Iced Latte - Regular,285.0,1.0,285.0,Synthetic promotion,0.63,0,0.63,284.37,14.22,298.59,58.9,58.9,79.29,80.27
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0021,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0033,Classic Cold Brew - Regular,225.0,1.0,225.0,Synthetic promotion,4.21,0,4.21,220.79,11.04,231.83,25.6,25.6,88.41,88.96
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0022,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0037,Coffee Lemonade - Medium,260.38,2.0,520.76,,0.0,0,0.0,520.77,26.04,546.81,33.09,66.18,87.29,87.9
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0023,Dine In,Dine In,,,Beverage,Cold Coffee,996331,MENU0043,Classic Cold Coffee - Medium,290.0,3.0,870.0,Synthetic promotion,34.61,0,34.61,835.39,41.77,877.16,43.56,130.68,84.36,85.1
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0024,Dine In,Dine In,,,Beverage,Cold Coffee,996331,MENU0044,Classic Cold Coffee - Large,325.0,1.0,325.0,Synthetic promotion,10.73,0,10.73,314.27,15.71,329.98,48.58,48.58,84.54,85.28
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0025,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0045,Mocha Cold Coffee - Regular,285.0,4.0,1140.0,Synthetic promotion,43.83,0,43.83,1096.17,54.81,1150.98,45.06,180.24,83.56,84.34
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0026,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0047,Mocha Cold Coffee - Large,357.31,1.0,357.31,,0.0,0,0.0,357.31,17.87,375.18,57.03,57.03,84.04,84.8
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0027,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0048,Caramel Cold Coffee - Regular,285.0,1.0,285.0,Synthetic promotion,1.14,0,1.14,283.86,14.19,298.05,44.81,44.81,84.21,84.97
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0028,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0049,Caramel Cold Coffee - Medium,320.0,2.0,640.0,Synthetic promotion,22.46,0,22.46,617.54,30.88,648.42,50.74,101.48,83.57,84.35
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0029,Delivery/Takeaway,Takeaway,,,Beverage,Tea,996331,MENU0051,Masala Chai Latte - Regular,195.0,2.0,390.0,Synthetic promotion,13.27,0,13.27,376.73,18.84,395.57,36.17,72.34,80.8,81.71
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0030,Delivery/Takeaway,Takeaway,,,Beverage,Tea,996331,MENU0052,Masala Chai Latte - Medium,220.0,1.0,220.0,Synthetic promotion,4.68,0,4.68,215.32,10.77,226.09,40.96,40.96,80.98,81.88
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0031,Dine In,Dine In,,,Beverage,Iced Tea,996331,MENU0058,Lemon Iced Tea - Regular,205.31,1.0,205.31,,0.0,0,0.0,205.31,10.27,215.58,14.29,14.29,93.04,93.37
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0032,Dine In,Dine In,,,Beverage,Iced Tea,996331,MENU0059,Lemon Iced Tea - Medium,230.0,3.0,690.0,Synthetic promotion,14.83,0,14.83,675.17,33.76,708.93,15.66,46.98,93.04,93.37
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0033,Dine In,Dine In,Guest 6887,9000006887,Beverage,Iced Tea,996331,MENU0060,Lemon Iced Tea - Large,255.0,1.0,255.0,Synthetic promotion,7.93,0,7.93,247.07,12.35,259.42,17.03,17.03,93.11,93.44
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0034,Delivery/Takeaway,Online,,,Beverage,Iced Tea,996331,MENU0061,Hibiscus Lime Iced Tea - Regular,225.0,1.0,225.0,Synthetic promotion,0.7,0,0.7,224.3,11.21,235.51,24.09,24.09,89.26,89.77
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0035,Delivery/Takeaway,Online,,,Beverage,Iced Tea,996331,MENU0063,Hibiscus Lime Iced Tea - Large,280.05,1.0,280.05,,0.0,0,0.0,280.05,14.0,294.05,29.77,29.77,89.37,89.88
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0036,Dine In,Dine In,,,Beverage,Kids Beverage,996331,MENU0064,Hot Chocolate - Regular,220.0,1.0,220.0,Synthetic promotion,1.42,0,1.42,218.58,10.93,229.51,35.57,35.57,83.73,84.5
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0037,Delivery/Takeaway,Online,,,Beverage,Shake,996331,MENU0068,Choco Chip Shake - Regular,295.0,1.0,295.0,Synthetic promotion,11.28,0,11.28,283.72,14.19,297.91,34.11,34.11,87.98,88.55
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0038,Dine In,Dine In,Guest 3281,9000003281,Beverage,Smoothie,996331,MENU0074,Seasonal Smoothie - Regular,305.8,1.0,305.8,,0.0,0,0.0,305.8,15.29,321.09,33.37,33.37,89.09,89.61
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0039,Dine In,Dine In,,,Beverage,Smoothie,996331,MENU0075,Seasonal Smoothie - Medium,340.0,1.0,340.0,Synthetic promotion,8.38,0,8.38,331.62,16.58,348.2,37.59,37.59,88.66,89.2
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0040,Delivery/Takeaway,Online,,,Food,Wraps,996331,MENU0078,Shredded Chicken Wrap,295.0,2.0,590.0,Synthetic promotion,13.87,0,13.87,576.13,28.81,604.94,70.05,140.1,75.68,76.84
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0041,Delivery/Takeaway,Takeaway,,,Food,Sandwiches,996331,MENU0081,Pepper Chicken Sandwich,315.0,1.0,315.0,Synthetic promotion,1.7,0,1.7,313.3,15.66,328.96,87.66,87.66,72.02,73.35
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0042,Delivery/Takeaway,Takeaway,Guest 5231,9000005231,Food,Platter,996331,MENU0085,Hummus and Pita Platter,312.98,1.0,312.98,,0.0,0,0.0,312.98,15.65,328.63,45.45,45.45,85.48,86.17
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0043,Delivery/Takeaway,Online,Guest 0521,9000000521,Food,Breakfast,996331,MENU0088,Scallion Pepper Cream Cheese Bagel,265.0,1.0,265.0,Synthetic promotion,13.33,0,13.33,251.67,12.58,264.25,54.49,54.49,78.35,79.38
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0044,Delivery/Takeaway,Takeaway,,,Food,Baked Goods,996331,MENU0094,Butter Croissant,195.0,1.0,195.0,Synthetic promotion,7.94,0,7.94,187.06,9.35,196.41,58.04,58.04,68.97,70.45
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0045,Delivery/Takeaway,Online,,,Food,Baked Goods,996331,MENU0097,Mushroom Cheese Croissant,255.0,1.0,255.0,Synthetic promotion,8.41,0,8.41,246.59,12.33,258.92,74.84,74.84,69.65,71.1
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0046,Delivery/Takeaway,Online,,,Dessert,Desserts,996331,MENU0102,Double Chocolate Truffle Cake,295.0,1.0,295.0,Synthetic promotion,13.47,0,13.47,281.53,14.08,295.61,63.07,63.07,77.6,78.66
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0047,Dine In,Dine In,,,Dessert,Desserts,996331,MENU0106,Death by Chocolate Cookie,191.4,1.0,191.4,,0.0,0,0.0,191.4,9.57,200.97,47.52,47.52,75.17,76.35
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0048,Dine In,Dine In,,,Dessert,Desserts,996331,MENU0107,Jaggery Parmesan Cookie,170.0,1.0,170.0,Synthetic promotion,1.28,0,1.28,168.72,8.44,177.16,41.02,41.02,75.69,76.85
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0049,Delivery/Takeaway,Takeaway,Guest 4686,9000004686,Dessert,Desserts,996331,MENU0108,Apple Pie,270.0,1.0,270.0,Synthetic promotion,13.0,0,13.0,257.0,12.85,269.85,56.57,56.57,77.99,79.04
ABNAH Cafe Hauz Khas,2026-02-01,BILL-OUT002-260201-0050,Delivery/Takeaway,Takeaway,,,Dessert,Desserts,996331,MENU0109,Basque Cheesecake,312.95,4.0,1251.8,,0.0,0,0.0,1251.81,62.59,1314.4,82.57,330.28,73.62,74.87
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0001,Delivery/Takeaway,Takeaway,Guest 7802,9000007802,Beverage,Coffee Classics,996331,MENU0003,Americano - Regular,187.46,3.0,562.38,Synthetic promotion,0.01,0,0.01,562.37,28.12,590.49,23.21,69.63,87.62,88.21
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0002,Delivery/Takeaway,Takeaway,,,Beverage,Coffee Classics,996331,MENU0004,Americano - Medium,213.01,2.0,426.02,,0.0,0,0.0,426.02,21.3,447.32,26.05,52.1,87.77,88.35
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0003,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0006,Latte - Regular,225.0,1.0,225.0,Synthetic promotion,2.54,0,2.54,222.46,11.12,233.58,36.17,36.17,83.74,84.51
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0004,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0007,Latte - Medium,250.0,3.0,750.0,Synthetic promotion,23.38,0,23.38,726.62,36.33,762.95,40.96,122.88,83.09,83.89
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0005,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0009,Cappuccino - Regular,225.0,2.0,450.0,Synthetic promotion,23.59,0,23.59,426.41,21.32,447.73,36.17,72.34,83.04,83.84
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0006,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0010,Cappuccino - Medium,250.0,3.0,750.0,Synthetic promotion,27.9,0,27.9,722.1,36.1,758.2,40.96,122.88,82.98,83.79
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0007,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0011,Cappuccino - Large,278.9,2.0,557.8,,0.0,0,0.0,557.81,27.89,585.7,45.76,91.52,83.59,84.37
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0008,Dine In,Dine In,,,Beverage,Coffee Classics,996331,MENU0012,Flat White - Regular,235.0,1.0,235.0,Synthetic promotion,4.41,0,4.41,230.59,11.53,242.12,36.17,36.17,84.31,85.06
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0009,Delivery/Takeaway,Online,,,Beverage,Coffee Classics,996331,MENU0016,Mocha - Medium,271.35,1.0,271.35,,0.0,0,0.0,271.35,13.57,284.92,48.42,48.42,82.16,83.01
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0010,Delivery/Takeaway,Online,,,Beverage,Signature Coffee,996331,MENU0019,Sea Salt Mocha - Medium,308.86,2.0,617.72,,0.0,0,0.0,617.72,30.89,648.61,48.42,96.84,84.32,85.07
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0011,Dine In,Dine In,,,Beverage,Signature Coffee,996331,MENU0025,Caramel Macchiato - Medium,295.0,2.0,590.0,Synthetic promotion,31.36,0,31.36,558.64,27.93,586.57,48.13,96.26,82.77,83.59
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0012,Dine In,Dine In,Guest 3027,9000003027,Beverage,Signature Coffee,996331,MENU0030,Vegan Iced Latte - Regular,287.05,1.0,287.05,,0.0,0,0.0,287.05,14.35,301.4,58.9,58.9,79.48,80.46
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0013,Delivery/Takeaway,Takeaway,,,Beverage,Signature Coffee,996331,MENU0031,Vegan Iced Latte - Medium,312.3,1.0,312.3,,0.0,0,0.0,312.3,15.62,327.92,66.95,66.95,78.56,79.58
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0014,Delivery/Takeaway,Online,,,Beverage,Signature Coffee,996331,MENU0032,Vegan Iced Latte - Large,335.0,1.0,335.0,Synthetic promotion,11.81,0,11.81,323.19,16.16,339.35,75.02,75.02,76.79,77.89
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0015,Dine In,Dine In,,,Beverage,Cold Brew,996331,MENU0035,Classic Cold Brew - Large,275.0,1.0,275.0,Synthetic promotion,13.51,0,13.51,261.49,13.07,274.56,31.73,31.73,87.87,88.44
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0016,Dine In,Dine In,Guest 1336,9000001336,Beverage,Cold Brew,996331,MENU0040,Vietnamese Shakerato - Medium,284.68,2.0,569.36,Synthetic promotion,0.01,0,0.01,569.35,28.47,597.82,28.66,57.32,89.93,90.41
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0017,Dine In,Dine In,Guest 5310,9000005310,Beverage,Cold Coffee,996331,MENU0042,Classic Cold Coffee - Regular,255.0,1.0,255.0,Synthetic promotion,13.12,0,13.12,241.88,12.09,253.97,38.56,38.56,84.06,84.82
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0018,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0043,Classic Cold Coffee - Medium,292.6,2.0,585.2,,0.0,0,0.0,585.2,29.26,614.46,43.56,87.12,85.11,85.82
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0019,Delivery/Takeaway,Takeaway,,,Beverage,Cold Coffee,996331,MENU0045,Mocha Cold Coffee - Regular,285.0,2.0,570.0,Synthetic promotion,6.21,0,6.21,563.79,28.19,591.98,45.06,90.12,84.02,84.78
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0020,Dine In,Dine In,,,Beverage,Cold Coffee,996331,MENU0048,Caramel Cold Coffee - Regular,285.0,3.0,855.0,Synthetic promotion,32.65,0,32.65,822.35,41.12,863.47,44.81,134.43,83.65,84.43
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0021,Delivery/Takeaway,Online,,,Beverage,Cold Coffee,996331,MENU0050,Caramel Cold Coffee - Large,355.0,1.0,355.0,Synthetic promotion,18.96,0,18.96,336.04,16.8,352.84,56.7,56.7,83.13,83.93
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0022,Dine In,Dine In,,,Beverage,Tea,996331,MENU0052,Masala Chai Latte - Medium,224.19,1.0,224.19,,0.0,0,0.0,224.19,11.21,235.4,40.96,40.96,81.73,82.6
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0023,Delivery/Takeaway,Online,,,Beverage,Tea,996331,MENU0054,Himalayan Green Tea,210.0,1.0,210.0,Synthetic promotion,5.46,0,5.46,204.54,10.23,214.77,8.67,8.67,95.76,95.96
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0024,Delivery/Takeaway,Online,,,Beverage,Tea,996331,MENU0055,Japanese Matcha Latte - Regular,265.91,1.0,265.91,,0.0,0,0.0,265.91,13.3,279.21,36.17,36.17,86.4,87.05
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0025,Delivery/Takeaway,Online,,,Beverage,Tea,996331,MENU0057,Japanese Matcha Latte - Large,330.38,1.0,330.38,,0.0,0,0.0,330.38,16.52,346.9,45.76,45.76,86.15,86.81
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0026,Delivery/Takeaway,Takeaway,,,Beverage,Iced Tea,996331,MENU0058,Lemon Iced Tea - Regular,208.59,3.0,625.77,Synthetic promotion,0.01,0,0.01,625.76,31.29,657.05,14.29,42.87,93.15,93.48
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0027,Delivery/Takeaway,Takeaway,,,Beverage,Iced Tea,996331,MENU0062,Hibiscus Lime Iced Tea - Medium,250.0,1.0,250.0,Synthetic promotion,4.54,0,4.54,245.46,12.27,257.73,26.94,26.94,89.02,89.55
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0028,Dine In,Dine In,,,Beverage,Shake,996331,MENU0068,Choco Chip Shake - Regular,295.0,1.0,295.0,Synthetic promotion,8.63,0,8.63,286.37,14.32,300.69,34.11,34.11,88.09,88.66
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0029,Delivery/Takeaway,Takeaway,,,Food,Wraps,996331,MENU0078,Shredded Chicken Wrap,295.0,2.0,590.0,Synthetic promotion,11.44,0,11.44,578.56,28.93,607.49,70.05,140.1,75.78,76.94
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0030,Delivery/Takeaway,Takeaway,Guest 3504,9000003504,Food,Sandwiches,996331,MENU0079,Smoked Chipotle Paneer Sandwich,295.0,1.0,295.0,Synthetic promotion,10.44,0,10.44,284.56,14.23,298.79,90.66,90.66,68.14,69.66
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0031,Delivery/Takeaway,Online,,,Food,Sandwiches,996331,MENU0080,Pesto Veg Sandwich,280.0,1.0,280.0,Synthetic promotion,16.03,0,16.03,263.97,13.2,277.17,91.86,91.86,65.2,66.86
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0032,Dine In,Dine In,,,Food,Toasts,996331,MENU0084,Chicken Pepperoni Avocado Toast,330.0,1.0,330.0,Synthetic promotion,17.87,0,17.87,312.13,15.61,327.74,68.54,68.54,78.04,79.09
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0033,Delivery/Takeaway,Takeaway,Guest 1022,9000001022,Food,Snacks,996331,MENU0090,Marinara Cheese Pin Wheels,218.91,2.0,437.82,,0.0,0,0.0,437.82,21.89,459.71,38.29,76.58,82.51,83.34
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0034,Dine In,Dine In,,,Food,Snacks,996331,MENU0093,Turnover with Brioche Dough Veg,235.0,1.0,235.0,Synthetic promotion,1.32,0,1.32,233.68,11.68,245.36,89.94,89.94,61.51,63.34
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0035,Delivery/Takeaway,Online,,,Food,Baked Goods,996331,MENU0094,Butter Croissant,195.0,2.0,390.0,Synthetic promotion,16.53,0,16.53,373.47,18.67,392.14,58.04,116.08,68.92,70.4
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0036,Delivery/Takeaway,Online,Guest 3585,9000003585,Food,Baked Goods,996331,MENU0096,Chocolate Croissant,235.6,1.0,235.6,,0.0,0,0.0,235.6,11.78,247.38,64.54,64.54,72.61,73.91
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0037,Dine In,Dine In,,,Dessert,Baked Goods,996331,MENU0099,Cinnamon Roll with Cream Cheese,223.74,1.0,223.74,,0.0,0,0.0,223.74,11.19,234.93,52.57,52.57,76.5,77.62
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0038,Dine In,Dine In,,,Dessert,Baked Goods,996331,MENU0101,Lemon Raspberry Tea Cake,215.0,1.0,215.0,Synthetic promotion,3.78,0,3.78,211.22,10.56,221.78,56.57,56.57,73.22,74.49
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0039,Delivery/Takeaway,Takeaway,Guest 5662,9000005662,Dessert,Desserts,996331,MENU0104,Classic Chocolate Fudge Brownie,195.0,2.0,390.0,Synthetic promotion,21.78,0,21.78,368.22,18.41,386.63,51.02,102.04,72.29,73.61
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0040,Delivery/Takeaway,Takeaway,,,Dessert,Desserts,996331,MENU0105,Soft-Centred Caramel Cookie,180.0,1.0,180.0,Synthetic promotion,2.99,0,2.99,177.01,8.85,185.86,46.02,46.02,74.0,75.24
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0041,Dine In,Dine In,,,Dessert,Desserts,996331,MENU0106,Death by Chocolate Cookie,190.0,1.0,190.0,Synthetic promotion,3.12,0,3.12,186.88,9.34,196.22,47.52,47.52,74.57,75.78
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0042,Delivery/Takeaway,Online,,,Dessert,Desserts,996331,MENU0107,Jaggery Parmesan Cookie,170.0,2.0,340.0,Synthetic promotion,12.23,0,12.23,327.77,16.39,344.16,41.02,82.04,74.97,76.16
ABNAH Cafe Hauz Khas,2026-02-02,BILL-OUT002-260202-0043,Dine In,Dine In,,,Dessert,Desserts,996331,MENU0109,Basque Cheesecake,310.0,1.0,310.0,Synthetic promotion,16.61,0,16.61,293.39,14.67,308.06,82.57,82.57,71.86,73.2
